"Literal",Code
"2e stoker aan 't gasbedrijf",http://cedar.example.org/ns#hisco-96925
"2e stuurman bij de marine",http://cedar.example.org/ns#hisco-58320
"2e stuurman fregat de rijn",http://cedar.example.org/ns#hisco-58320
"2e stuurman fregat minerva",http://cedar.example.org/ns#hisco-58320
"2e stuurman konpakketvaartms",http://cedar.example.org/ns#hisco-04230
"2e stuurman pakketvaartmaatsch",http://cedar.example.org/ns#hisco-04230
"2e timmerman aan boord van #",http://cedar.example.org/ns#hisco-95455
"2e timmerman wachtschde maas",http://cedar.example.org/ns#hisco-95410
"2e zeilmaker bij marine",http://cedar.example.org/ns#hisco-79920
"2e zeilmaker hoornschip etna",http://cedar.example.org/ns#hisco-79920
"3e stuurman bij de marine",http://cedar.example.org/ns#hisco-58320
"3e stuurman gr vrt-cargadoor en reeder",http://cedar.example.org/ns#hisco-04230
"3e stuurman schoener dolfijn",http://cedar.example.org/ns#hisco-04230
"@",http://cedar.example.org/ns#hisco--1
"@ dezer gemeente",http://cedar.example.org/ns#hisco--1
"@ en koopman",http://cedar.example.org/ns#hisco-41025
"@ van den gemeenteraad",http://cedar.example.org/ns#hisco-20110
"@ac@bode",http://cedar.example.org/ns#hisco-37040
"@arsboden",http://cedar.example.org/ns#hisco-37040
"@drager",http://cedar.example.org/ns#hisco-97125
"@houder",http://cedar.example.org/ns#hisco--1
"@linnenmedewerker",http://cedar.example.org/ns#hisco-75000
"@sigarenmaker",http://cedar.example.org/ns#hisco-78200
"`",http://cedar.example.org/ns#hisco--1
"a@kant",http://cedar.example.org/ns#hisco--1
"aadrappelmeel, stroop en stijfsel fabricage",http://cedar.example.org/ns#hisco-21110
"aanbouwer",http://cedar.example.org/ns#hisco-95910
"aandraaier",http://cedar.example.org/ns#hisco-75990
"aanhoudend chirurgijn affaire",http://cedar.example.org/ns#hisco-06105
"aanhouder",http://cedar.example.org/ns#hisco-99999
"aankomend techniker",http://cedar.example.org/ns#hisco-03200
"aanleg van macadam-, asphaltwegen ed en onderhoud van wegen",http://cedar.example.org/ns#hisco-97415
"aanlegger van tuinen",http://cedar.example.org/ns#hisco-62790
"aanleggers gas- en waterleiding",http://cedar.example.org/ns#hisco-87110
"aanleggers v gas en waterl",http://cedar.example.org/ns#hisco-87110
"aanleggers v gas- en waterleid",http://cedar.example.org/ns#hisco-87110
"aanleggers v gas- en waterleiding",http://cedar.example.org/ns#hisco-87110
"aanleggers van gas- en waterl",http://cedar.example.org/ns#hisco-87110
"aanleggers van gas- en waterleid",http://cedar.example.org/ns#hisco-87110
"aanleggers van gas- en waterleiding",http://cedar.example.org/ns#hisco-87110
"aanleggers van gas- en waterleidingen",http://cedar.example.org/ns#hisco-87110
"aanleggers van gasleidingen",http://cedar.example.org/ns#hisco-87120
"aanleggers van gras en waterleid",http://cedar.example.org/ns#hisco-87110
"aanleggers vgas en waterl",http://cedar.example.org/ns#hisco-87110
"aanmerers",http://cedar.example.org/ns#hisco-21240
"aannamers",http://cedar.example.org/ns#hisco-21240
"aanneemster der posterij",http://cedar.example.org/ns#hisco-37000
"aannemer",http://cedar.example.org/ns#hisco-21240
"aannemer bouwwerken",http://cedar.example.org/ns#hisco-21240
"aannemer der gemeentereiniging",http://cedar.example.org/ns#hisco-21240
"aannemer der openbare werken",http://cedar.example.org/ns#hisco-21240
"aannemer der publieke werken",http://cedar.example.org/ns#hisco-21240
"aannemer der stadsreiniger",http://cedar.example.org/ns#hisco-21240
"aannemer der verlichtingen",http://cedar.example.org/ns#hisco-21240
"aannemer in openbare werken",http://cedar.example.org/ns#hisco-21240
"aannemer openbare werken",http://cedar.example.org/ns#hisco-21240
"aannemer polderwerken",http://cedar.example.org/ns#hisco-21240
"aannemer publ werken",http://cedar.example.org/ns#hisco-21240
"aannemer publieke werken",http://cedar.example.org/ns#hisco-21240
"aannemer v publieke werken",http://cedar.example.org/ns#hisco-21240
"aannemer van begrafenissen",http://cedar.example.org/ns#hisco-59220
"aannemer van betonijzervlechtwerken",http://cedar.example.org/ns#hisco-21240
"aannemer van bouwwerken",http://cedar.example.org/ns#hisco-21240
"aannemer van dijkwerken",http://cedar.example.org/ns#hisco-21240
"aannemer van grondwerken",http://cedar.example.org/ns#hisco-21240
"aannemer van heiwerken",http://cedar.example.org/ns#hisco-21240
"aannemer van het straatwerk",http://cedar.example.org/ns#hisco-21240
"aannemer van laden en lossen v",http://cedar.example.org/ns#hisco-21240
"aannemer van metselwerken",http://cedar.example.org/ns#hisco-21240
"aannemer van openbare werken",http://cedar.example.org/ns#hisco-21240
"aannemer van publieke werken",http://cedar.example.org/ns#hisco-21240
"aannemer van publiekwerker",http://cedar.example.org/ns#hisco-21240
"aannemer van schilderwerken",http://cedar.example.org/ns#hisco-21240
"aannemer van schoonmaakwerken",http://cedar.example.org/ns#hisco-21240
"aannemer van straatwerken",http://cedar.example.org/ns#hisco-21240
"aannemer van verhuizingen",http://cedar.example.org/ns#hisco-21240
"aannemer van waterwerken",http://cedar.example.org/ns#hisco-21240
"aannemer van werken",http://cedar.example.org/ns#hisco-21240
"aannemer van zeewerken",http://cedar.example.org/ns#hisco-21240
"aannemers",http://cedar.example.org/ns#hisco-21240
"aannemers van publieke werken",http://cedar.example.org/ns#hisco-21240
"aannemersleerling",http://cedar.example.org/ns#hisco-21240
"aanplakker",http://cedar.example.org/ns#hisco-59990
"aanspreker",http://cedar.example.org/ns#hisco-59220
"aanspreker (bij huwelijk en overlijden)",http://cedar.example.org/ns#hisco-59220
"aanteekenaar",http://cedar.example.org/ns#hisco-37090
"aanteekenaar weger",http://cedar.example.org/ns#hisco-37090
"aarbeider",http://cedar.example.org/ns#hisco-99900
"aarbeidster",http://cedar.example.org/ns#hisco-99900
"aardappelenhandelaar",http://cedar.example.org/ns#hisco-41025
"aardappelenmeelfabrijkanten",http://cedar.example.org/ns#hisco-21110
"aardappelhandelaar",http://cedar.example.org/ns#hisco-41025
"aardappelkoopman",http://cedar.example.org/ns#hisco-41025
"aardappelmeel-, stroop en stijfselfabricage",http://cedar.example.org/ns#hisco-77990
"aardappelmeel-, stroop,- en stijfselfabricage",http://cedar.example.org/ns#hisco-77990
"aardappelmeel-, stroop- en stijfselfabricage",http://cedar.example.org/ns#hisco-77990
"aardappelmeel-, stroop-, en stijfselfabricage",http://cedar.example.org/ns#hisco-77990
"aardappelmeel-, stroopen stijfselfabricage",http://cedar.example.org/ns#hisco-77990
"aardappelmeel-,stroop- en stijfselfabricage",http://cedar.example.org/ns#hisco-77990
"aardappelmeelfabrijkanten",http://cedar.example.org/ns#hisco-21110
"aardappelschipper",http://cedar.example.org/ns#hisco-04217
"aardenwerker",http://cedar.example.org/ns#hisco-89200
"aardeweker",http://cedar.example.org/ns#hisco-89200
"aardewerk en porceleinfabrijkanten",http://cedar.example.org/ns#hisco-21110
"aardewerk en porceleinfabrijkanten en kooplieden",http://cedar.example.org/ns#hisco-41025
"aardewerk en porceleinkooplieden",http://cedar.example.org/ns#hisco-41025
"aardewerk- en porcelein- fabrijkanten",http://cedar.example.org/ns#hisco-21110
"aardewerk- en porcelein- fabrijkanten en kooplieden",http://cedar.example.org/ns#hisco-41025
"aardewerk- en porcelein- kooplieden",http://cedar.example.org/ns#hisco-41025
"aardewerk- en porcelein-fabrijkanten",http://cedar.example.org/ns#hisco-21110
"aardewerk- en porcelein-fabrijkanten en kooplieden",http://cedar.example.org/ns#hisco-41025
"aardewerk- en porcelein-kooplieden",http://cedar.example.org/ns#hisco-41025
"aardewerk- en porceleinfabrijkanten",http://cedar.example.org/ns#hisco-21110
"aardewerk- en porceleinkooplieden",http://cedar.example.org/ns#hisco-41025
"aardewerkdraaier",http://cedar.example.org/ns#hisco-89225
"aardewerkeers",http://cedar.example.org/ns#hisco-89200
"aardewerker",http://cedar.example.org/ns#hisco-89200
"aardewerker-fabrikant",http://cedar.example.org/ns#hisco-21110
"aardewerker-ovenist",http://cedar.example.org/ns#hisco-89350
"aardewerkfabrikant",http://cedar.example.org/ns#hisco-21110
"aardewerkinpakker",http://cedar.example.org/ns#hisco-97152
"aardewerkmaker",http://cedar.example.org/ns#hisco-89200
"aardewerkschilders",http://cedar.example.org/ns#hisco-89530
"aardewerkster",http://cedar.example.org/ns#hisco-89200
"aardwekkers",http://cedar.example.org/ns#hisco-89200
"aardwerken",http://cedar.example.org/ns#hisco-89200
"aardwerker",http://cedar.example.org/ns#hisco-89200
"aartsbisschoppen en bisschoppen",http://cedar.example.org/ns#hisco-14120
"aasistent bedrijfsleider",http://cedar.example.org/ns#hisco-30000
"abattoirs",http://cedar.example.org/ns#hisco-77310
"abeiders",http://cedar.example.org/ns#hisco-99900
"abeidster",http://cedar.example.org/ns#hisco-99900
"abreidster",http://cedar.example.org/ns#hisco-99900
"accoucheur",http://cedar.example.org/ns#hisco-06130
"accountant",http://cedar.example.org/ns#hisco-11010
"accountant-belastingconsulent",http://cedar.example.org/ns#hisco-11010
"accountantsassistent",http://cedar.example.org/ns#hisco-11010
"accountantskantoren",http://cedar.example.org/ns#hisco-11010
"achipper",http://cedar.example.org/ns#hisco-04217
"achitecten",http://cedar.example.org/ns#hisco-02120
"ackerbouwer",http://cedar.example.org/ns#hisco-61220
"ackerknegt",http://cedar.example.org/ns#hisco-62100
"ackerman",http://cedar.example.org/ns#hisco-61220
"ackkerman",http://cedar.example.org/ns#hisco-61220
"ackkervrouw",http://cedar.example.org/ns#hisco-61220
"acquisiteur",http://cedar.example.org/ns#hisco-43200
"actuaris",http://cedar.example.org/ns#hisco-08250
"adcocaat en procureur",http://cedar.example.org/ns#hisco-12110
"adj comm gemeente-secretarie",http://cedar.example.org/ns#hisco-30000
"adj commies der posterijen",http://cedar.example.org/ns#hisco-33170
"adj commies raad van arbeid",http://cedar.example.org/ns#hisco-30000
"adj commies ter secretarie",http://cedar.example.org/ns#hisco-30000
"adj onderofficier schrijver##",http://cedar.example.org/ns#hisco-30000
"adj opzichter rijkswaterstaat",http://cedar.example.org/ns#hisco-22675
"adj-commies staatsspoorwegen",http://cedar.example.org/ns#hisco-30000
"adjcombij provgriffie",http://cedar.example.org/ns#hisco-30000
"adjcommdepwatersthandnijv",http://cedar.example.org/ns#hisco-30000
"adjcommies hfdbest post/tel",http://cedar.example.org/ns#hisco-30000
"adjcommies provgouvernement",http://cedar.example.org/ns#hisco-30000
"adjcommies verzekeringsbank",http://cedar.example.org/ns#hisco-30000
"adjluitmagmst artillerie",http://cedar.example.org/ns#hisco-58330
"adjoint agent municipaal",http://cedar.example.org/ns#hisco-31000
"adjoint agent municipale",http://cedar.example.org/ns#hisco-31000
"adjoint au maire",http://cedar.example.org/ns#hisco-31000
"adjoint au maire, biervliet",http://cedar.example.org/ns#hisco-31000
"adjoint de maire",http://cedar.example.org/ns#hisco-31000
"adjoint du genie en chef, en #",http://cedar.example.org/ns#hisco-30000
"adjoint maire",http://cedar.example.org/ns#hisco-31000
"adjoint maire cette commune",http://cedar.example.org/ns#hisco-31000
"adjoint maire d'axel",http://cedar.example.org/ns#hisco-31000
"adjoint maire de cadzand",http://cedar.example.org/ns#hisco-31000
"adjoint maire de cette ville",http://cedar.example.org/ns#hisco-31000
"adjoint maire groede",http://cedar.example.org/ns#hisco-31000
"adjoint maire hengstdijk",http://cedar.example.org/ns#hisco-31000
"adjoint municipaal",http://cedar.example.org/ns#hisco-31000
"adjonderofficier depvoorlog",http://cedar.example.org/ns#hisco-58330
"adjudant",http://cedar.example.org/ns#hisco-58330
"adjudant commies bij de post-#",http://cedar.example.org/ns#hisco-33170
"adjudant conducteur artillerie",http://cedar.example.org/ns#hisco-58330
"adjudant gemeentepolitie",http://cedar.example.org/ns#hisco-58220
"adjudant onder officier",http://cedar.example.org/ns#hisco-58330
"adjudant onderoff landmacht",http://cedar.example.org/ns#hisco-58330
"adjudant onderofficier",http://cedar.example.org/ns#hisco-58330
"adjudant onderofficier infant",http://cedar.example.org/ns#hisco-58330
"adjudant onderofficier veldartillerie",http://cedar.example.org/ns#hisco-58330
"adjudant sous officier cohorte",http://cedar.example.org/ns#hisco-58330
"adjudant sous officier dans #",http://cedar.example.org/ns#hisco-58330
"adjudant sous officier du bat",http://cedar.example.org/ns#hisco-58330
"adjudant van gemeentepolitie",http://cedar.example.org/ns#hisco-58220
"adjudant van politie",http://cedar.example.org/ns#hisco-58220
"adjudant- onderofficier",http://cedar.example.org/ns#hisco-58330
"adjudant-onderofficier",http://cedar.example.org/ns#hisco-58330
"adjudant-onderofficier marine",http://cedar.example.org/ns#hisco-58330
"adjudant-onderofficier van administratie",http://cedar.example.org/ns#hisco-58330
"adjudonderoff landmacht",http://cedar.example.org/ns#hisco-58330
"adjudt conducteur artillerie",http://cedar.example.org/ns#hisco-58330
"adjunct boekhouder",http://cedar.example.org/ns#hisco-33110
"adjunct burgemeester",http://cedar.example.org/ns#hisco-31000
"adjunct cipier",http://cedar.example.org/ns#hisco-58930
"adjunct commies",http://cedar.example.org/ns#hisco-30000
"adjunct commies 2e klasse",http://cedar.example.org/ns#hisco-30000
"adjunct commies aan het #",http://cedar.example.org/ns#hisco-30000
"adjunct commies aan het departement van financien",http://cedar.example.org/ns#hisco-30000
"adjunct commies b/d marine",http://cedar.example.org/ns#hisco-30000
"adjunct commies bij de ##",http://cedar.example.org/ns#hisco-30000
"adjunct commies bij de grondbelasting",http://cedar.example.org/ns#hisco-33940
"adjunct commies bij de marine",http://cedar.example.org/ns#hisco-30000
"adjunct commies bij de post#",http://cedar.example.org/ns#hisco-33170
"adjunct commies bij de rijksbelastingen",http://cedar.example.org/ns#hisco-33940
"adjunct commies bij de rijkspostspaarbank",http://cedar.example.org/ns#hisco-33940
"adjunct commies bij financien",http://cedar.example.org/ns#hisco-30000
"adjunct commies bij het #",http://cedar.example.org/ns#hisco-30000
"adjunct commies bij het departement van financien",http://cedar.example.org/ns#hisco-30000
"adjunct commies bij het departement van landbouw",http://cedar.example.org/ns#hisco-30000
"adjunct commies bij het provinciaal bestuur van#",http://cedar.example.org/ns#hisco-30000
"adjunct commies directe belast",http://cedar.example.org/ns#hisco-30000
"adjunct commies gemeentewerken",http://cedar.example.org/ns#hisco-30000
"adjunct commies ministerie #",http://cedar.example.org/ns#hisco-30000
"adjunct commies prov griffie",http://cedar.example.org/ns#hisco-30000
"adjunct commies secretarie",http://cedar.example.org/ns#hisco-30000
"adjunct commies ten hypotheekkantore",http://cedar.example.org/ns#hisco-33940
"adjunct commies ter gemeente secretarie",http://cedar.example.org/ns#hisco-30000
"adjunct commies ter provinciale griffie",http://cedar.example.org/ns#hisco-30000
"adjunct commies ter secretaire",http://cedar.example.org/ns#hisco-30000
"adjunct commies ter secretarie",http://cedar.example.org/ns#hisco-30000
"adjunct commis bij de marine",http://cedar.example.org/ns#hisco-30000
"adjunct controleur",http://cedar.example.org/ns#hisco-94980
"adjunct controleur bij de #",http://cedar.example.org/ns#hisco-94980
"adjunct de maire",http://cedar.example.org/ns#hisco-20110
"adjunct directeur der maatschappij #",http://cedar.example.org/ns#hisco-21000
"adjunct directeur eener verzeekeringsmaatschappij",http://cedar.example.org/ns#hisco-21000
"adjunct directeur houtzagerij",http://cedar.example.org/ns#hisco-21000
"adjunct directeur provinciale#",http://cedar.example.org/ns#hisco-30000
"adjunct gemeentebode",http://cedar.example.org/ns#hisco-30000
"adjunct hoofd-inspecteur der gemeente water#",http://cedar.example.org/ns#hisco-30000
"adjunct hoofdinspecteur van politie",http://cedar.example.org/ns#hisco-58220
"adjunct houtvester",http://cedar.example.org/ns#hisco-30000
"adjunct inspecteur bij de #",http://cedar.example.org/ns#hisco-30000
"adjunct inspecteur eener #",http://cedar.example.org/ns#hisco-30000
"adjunct inspecteur eener levensverzekeringmij",http://cedar.example.org/ns#hisco-44190
"adjunct inspecteur installatie",http://cedar.example.org/ns#hisco-30000
"adjunct inspecteur levensverzekeringsmaatschappij",http://cedar.example.org/ns#hisco-44190
"adjunct inspecteur staatsspoor",http://cedar.example.org/ns#hisco-30000
"adjunct onderofficier marinier",http://cedar.example.org/ns#hisco-58330
"adjunct opperbrandmeester",http://cedar.example.org/ns#hisco-58110
"adjunct stads architect",http://cedar.example.org/ns#hisco-02120
"adjunct-accountant",http://cedar.example.org/ns#hisco-11010
"adjunct-accountant#",http://cedar.example.org/ns#hisco-11010
"adjunct-bankinspecteur",http://cedar.example.org/ns#hisco-44190
"adjunct-commies",http://cedar.example.org/ns#hisco-30000
"adjunct-commies bij de nederlandse spoorwegen",http://cedar.example.org/ns#hisco-39960
"adjunct-commies bij de posterijen",http://cedar.example.org/ns#hisco-33170
"adjunct-commies bij de rijks verzekeringsbank",http://cedar.example.org/ns#hisco-33940
"adjunct-commies bij de rijkspostspaarbank",http://cedar.example.org/ns#hisco-33940
"adjunct-commies bij den #",http://cedar.example.org/ns#hisco-30000
"adjunct-commies bij het ministerie van biza",http://cedar.example.org/ns#hisco-30000
"adjunct-commies bij posterijen",http://cedar.example.org/ns#hisco-33170
"adjunct-commies der nederlandse spoorwegen",http://cedar.example.org/ns#hisco-39960
"adjunct-commies polder walch",http://cedar.example.org/ns#hisco-30000
"adjunct-commies posterijen",http://cedar.example.org/ns#hisco-33170
"adjunct-commies secretarie",http://cedar.example.org/ns#hisco-30000
"adjunct-commies ter provinciale griffie te #",http://cedar.example.org/ns#hisco-30000
"adjunct-commies ter secretarie",http://cedar.example.org/ns#hisco-30000
"adjunct-commies ter secretarie dezer gemeente",http://cedar.example.org/ns#hisco-30000
"adjunct-commies ter secretarie van apeldoorn",http://cedar.example.org/ns#hisco-30000
"adjunct-commis",http://cedar.example.org/ns#hisco-30000
"adjunct-directeur ener naamloze vennootschap",http://cedar.example.org/ns#hisco-21100
"adjunct-directeur ener pedagogische academie",http://cedar.example.org/ns#hisco-13940
"adjunct-directeur van een chemisch bedrijf",http://cedar.example.org/ns#hisco-21100
"adjunct-directeur van een naamloze vennootschep",http://cedar.example.org/ns#hisco-21100
"adjunct-directeur van een steenfabriek",http://cedar.example.org/ns#hisco-21100
"adjunct-directeur van een technische school",http://cedar.example.org/ns#hisco-13940
"adjunct-directeur van een verzekeringsmaatschappij",http://cedar.example.org/ns#hisco-21100
"adjunct-havenmeester",http://cedar.example.org/ns#hisco-30000
"adjunct-ijker",http://cedar.example.org/ns#hisco-39150
"adjunct-inspecteur bij de#",http://cedar.example.org/ns#hisco-30000
"adjunct-intendant",http://cedar.example.org/ns#hisco-30000
"adjunct-onderofficier",http://cedar.example.org/ns#hisco-58330
"adjunct-stationschef",http://cedar.example.org/ns#hisco-22210
"adjunctcommies bij de marine",http://cedar.example.org/ns#hisco-30000
"adjunctcommies prov griffie",http://cedar.example.org/ns#hisco-30000
"adjunctcommies rijksarchief",http://cedar.example.org/ns#hisco-30000
"adjunctcommies staatsspoor",http://cedar.example.org/ns#hisco-39960
"adjunctcommies ter provinciale",http://cedar.example.org/ns#hisco-30000
"adjunctcommies ter secretarie",http://cedar.example.org/ns#hisco-30000
"adjunctdirecteur eener bankinstelling",http://cedar.example.org/ns#hisco-21950
"adjunctinspecteur van politie",http://cedar.example.org/ns#hisco-58220
