"Literal",Code
"christelijk afgescheiden",http://cedar.example.org/ns#belief-29
"christelijk afgescheiden gem",http://cedar.example.org/ns#belief-29
"christelijk afgescheiden gemeenten",http://cedar.example.org/ns#belief-29
"christelijk afgescheidenen",http://cedar.example.org/ns#belief-29
"christelijk apostolischen",http://cedar.example.org/ns#belief-12
"christelijk evangelische gemeente",http://cedar.example.org/ns#belief-30
"christelijk evangelischen",http://cedar.example.org/ns#belief-30
"christelijk gereformeerd",http://cedar.example.org/ns#belief-31
"christelijk gereformeerden",http://cedar.example.org/ns#belief-31
"christelijk gereformeerden (afgescheidenen)",http://cedar.example.org/ns#belief-29
"christelijk orthodoxen",http://cedar.example.org/ns#belief-32
"christelijk-gereformeerd",http://cedar.example.org/ns#belief-31
"christelijke evangelische gemeenten",http://cedar.example.org/ns#belief-30
"christelijke gereformeerde kerken",http://cedar.example.org/ns#belief-28
"christelijke gereformeerden",http://cedar.example.org/ns#belief-29
"christelijke vereeniging onder het kruis",http://cedar.example.org/ns#belief-33
"christelijke vereniging onder het kruis",http://cedar.example.org/ns#belief-33
"christen alliantie",http://cedar.example.org/ns#belief-34
"christen gemeenschap gemeente gods",http://cedar.example.org/ns#belief-85
"christen gemeente",http://cedar.example.org/ns#belief-35
"christen gemeenten",http://cedar.example.org/ns#belief-35
"christen socialisten",http://cedar.example.org/ns#belief-36
"christen zonder kerkgenootschap",http://cedar.example.org/ns#belief-37
"christenen onder het kruis",http://cedar.example.org/ns#belief-33
"christengemeenschap",http://cedar.example.org/ns#belief-38
"christian reformed church",http://cedar.example.org/ns#belief-39
"christian science",http://cedar.example.org/ns#belief-40
"christianisme",http://cedar.example.org/ns#belief-41
"christianisme primitif",http://cedar.example.org/ns#belief-42
"church of england",http://cedar.example.org/ns#belief-70
"comité wallone d'action evangelique liberale",http://cedar.example.org/ns#belief-44
"comité wallone d'action evangelíque liberale",http://cedar.example.org/ns#belief-44
"congregational church",http://cedar.example.org/ns#belief-45
"congregationalisten",http://cedar.example.org/ns#belief-45
"darbisten",http://cedar.example.org/ns#belief-46
"de christen gemeenschap",http://cedar.example.org/ns#belief-38
"de evangelische broedergemeente (hernhutters)",http://cedar.example.org/ns#belief-47
"de hersteld apostolische zendingsgem en de hersteld apostolische zendingsgem in de eenheid der apostelen",http://cedar.example.org/ns#belief-48
"de hersteld apostolische zendingsgemeente en de hersteld apostolische zendingsgemeente in de eenheid der apostelen (verzamelterm)",http://cedar.example.org/ns#belief-48
"de nieuwe kerk (swedenborgiaans)",http://cedar.example.org/ns#belief-5
"deensche kerk",http://cedar.example.org/ns#belief-49
"deense staatskerk",http://cedar.example.org/ns#belief-49
"dissident",http://cedar.example.org/ns#belief-50
"dissidenten",http://cedar.example.org/ns#belief-50
"doopsgezind",http://cedar.example.org/ns#belief-51
"doopsgezinde gemeenten",http://cedar.example.org/ns#belief-52
"doopsgezinden",http://cedar.example.org/ns#belief-51
"doopsgezinden (mennonieten)",http://cedar.example.org/ns#belief-51
"doopsgezinden of mennonieten",http://cedar.example.org/ns#belief-51
"dordtsch gereformeerd",http://cedar.example.org/ns#belief-53
"dordtsch gereformeerden",http://cedar.example.org/ns#belief-53
"dortsch gereformeerden",http://cedar.example.org/ns#belief-53
"duitsch evangelisch",http://cedar.example.org/ns#belief-54
"duitsch evangelisch luthersch",http://cedar.example.org/ns#belief-54
"duitsch evangelisch lutherse gemeente",http://cedar.example.org/ns#belief-54
"duitsch evangelische gemeente",http://cedar.example.org/ns#belief-54
"duitsch evangelischen",http://cedar.example.org/ns#belief-54
"duitsch gereformeerd",http://cedar.example.org/ns#belief-55
"duitsch-evangelischen",http://cedar.example.org/ns#belief-54
"duitsche staatskerk",http://cedar.example.org/ns#belief-54
"duitse protestantse kerkgen",http://cedar.example.org/ns#belief-56
"duitse protestantse kerkgenootschappen (verzamelterm)",http://cedar.example.org/ns#belief-56
"eglise de bruxelles",http://cedar.example.org/ns#belief-57
"eglise evangélique missionnair belge",http://cedar.example.org/ns#belief-58
"eglise indépendante",http://cedar.example.org/ns#belief-59
"eglise libre",http://cedar.example.org/ns#belief-60
"eglise libre suisse",http://cedar.example.org/ns#belief-61
"eglise nationale de suisse",http://cedar.example.org/ns#belief-62
"eglise réformée de france",http://cedar.example.org/ns#belief-63
"eglise vendoisee",http://cedar.example.org/ns#belief-64
"engels gereformeerd",http://cedar.example.org/ns#belief-65
"engels israëliet",http://cedar.example.org/ns#belief-67
"engels katholiek",http://cedar.example.org/ns#belief-68
"engels presbyteriaans hervormde gemeente",http://cedar.example.org/ns#belief-66
"engels wallegaanse kerk",http://cedar.example.org/ns#belief-69
"engelsch gereformeerd",http://cedar.example.org/ns#belief-65
"engelsch hervormd",http://cedar.example.org/ns#belief-66
"engelsch hervormden",http://cedar.example.org/ns#belief-66
"engelsch israëliet",http://cedar.example.org/ns#belief-67
"engelsch katholieken",http://cedar.example.org/ns#belief-68
"engelsch presbyteriaansche gemeente",http://cedar.example.org/ns#belief-66
"engelsch wallegaansche kerk",http://cedar.example.org/ns#belief-69
"engelsche kerk",http://cedar.example.org/ns#belief-70
"engelsche of presbijteriaansche hervormden",http://cedar.example.org/ns#belief-66
"engelsche presbyterianen",http://cedar.example.org/ns#belief-66
"engelsche presbyterianen (hervormden)",http://cedar.example.org/ns#belief-66
"engelse presbyterianen",http://cedar.example.org/ns#belief-66
"engelse protestantse kerkgen",http://cedar.example.org/ns#belief-71
"engelse protestantse kerkgenootschappen (verzamelterm)",http://cedar.example.org/ns#belief-71
"english protest independante",http://cedar.example.org/ns#belief-72
"english protestant independent",http://cedar.example.org/ns#belief-72
"evang luthers",http://cedar.example.org/ns#belief-73
"evangelisch gereformeerd",http://cedar.example.org/ns#belief-74
"evangelisch luthers",http://cedar.example.org/ns#belief-73
"evangelisch luthersch",http://cedar.example.org/ns#belief-73
"evangelisch lutherschen",http://cedar.example.org/ns#belief-73
"evangelisch-luthers",http://cedar.example.org/ns#belief-73
"evangelische alliantie",http://cedar.example.org/ns#belief-34
"evangelische broedergemeente",http://cedar.example.org/ns#belief-47
"evangelische broedergemeente (hernhutters)",http://cedar.example.org/ns#belief-47
"evangelische broedergemeenten",http://cedar.example.org/ns#belief-47
"evangelische gemeente",http://cedar.example.org/ns#belief-75
"evangelische gemeente (vrije)",http://cedar.example.org/ns#belief-76
"evangelische gemeenten",http://cedar.example.org/ns#belief-75
"evangelische landeskirche der schweiz",http://cedar.example.org/ns#belief-77
"evangelische of moravische broedergemeente (hernhutters)",http://cedar.example.org/ns#belief-47
"evangelischen",http://cedar.example.org/ns#belief-34
"evangluthers",http://cedar.example.org/ns#belief-73
"fellowship of reconciliation",http://cedar.example.org/ns#belief-78
"fransche kerk",http://cedar.example.org/ns#belief-79
"fransche of waalsche hervormden",http://cedar.example.org/ns#belief-79
"geen geloofsgenootschap of kerkelijke gezindte",http://cedar.example.org/ns#belief-81
"geen kerkelijk gezindte (humanisten)",http://cedar.example.org/ns#belief-80
"geen kerkelijke gezindte",http://cedar.example.org/ns#belief-81
"geen kerkelijke gezindte (overige zonder)",http://cedar.example.org/ns#belief-81
"geen kerkgen",http://cedar.example.org/ns#belief-81
"geen kerkgenootschap",http://cedar.example.org/ns#belief-81
"geen kerkgenootschap of gezindte",http://cedar.example.org/ns#belief-81
"geloofsgenezing",http://cedar.example.org/ns#belief-82
"geloofsvereeniging in de volheid van christus",http://cedar.example.org/ns#belief-83
"geloofsvereniging in de volheid van christus",http://cedar.example.org/ns#belief-120
"geloofsvereniging van de goddelijke genezing",http://cedar.example.org/ns#belief-121
"gem van gedoopte christenen",http://cedar.example.org/ns#belief-16
"gemeenschap kinderen gods",http://cedar.example.org/ns#belief-84
"gemeente des heeren",http://cedar.example.org/ns#belief-85
"gemeente des heren",http://cedar.example.org/ns#belief-85
"gemeente gods (chr gemeenschap)",http://cedar.example.org/ns#belief-85
"gemeente onder het kruis",http://cedar.example.org/ns#belief-33
"gemeente van gedoopte christenen",http://cedar.example.org/ns#belief-16
"gemeente van gedoopte christenen (ook genaamd baptisten)",http://cedar.example.org/ns#belief-16
"gemeente van gods zoon",http://cedar.example.org/ns#belief-86
"gemeente van jezus christus",http://cedar.example.org/ns#belief-86
"genootsch der vrienden (quakers)",http://cedar.example.org/ns#belief-87
"geref gem",http://cedar.example.org/ns#belief-88
"geref gemeenten",http://cedar.example.org/ns#belief-88
"geref gemeenten o/h kruis",http://cedar.example.org/ns#belief-89
"geref kerken",http://cedar.example.org/ns#belief-90
"geref kerken (art 31)",http://cedar.example.org/ns#belief-91
"geref kerken (art31)",http://cedar.example.org/ns#belief-91
"gereform gem onder het kruis",http://cedar.example.org/ns#belief-89
"gereformeerd (totaal)",http://cedar.example.org/ns#belief-92
"gereformeerd (wv chrgerefkerk)",http://cedar.example.org/ns#belief-31
"gereformeerd (wv gerefkerken (art31))",http://cedar.example.org/ns#belief-91
"gereformeerd (wv gerefkerken)",http://cedar.example.org/ns#belief-90
"gereformeerd (wv oud geref gemeenten)",http://cedar.example.org/ns#belief-93
"gereformeerde gemeente",http://cedar.example.org/ns#belief-88
"gereformeerde gemeente (oud)",http://cedar.example.org/ns#belief-93
"gereformeerde gemeente onder h kruis",http://cedar.example.org/ns#belief-89
"gereformeerde gemeente onder het kruis",http://cedar.example.org/ns#belief-89
"gereformeerde gemeenten",http://cedar.example.org/ns#belief-88
"gereformeerde gemeenten onder het kruis",http://cedar.example.org/ns#belief-89
"gereformeerde kerk in hersteld verband",http://cedar.example.org/ns#belief-94
"gereformeerde kerken",http://cedar.example.org/ns#belief-90
"gereformeerde kerken (artikel 31; vrijgemaakt)",http://cedar.example.org/ns#belief-91
"gereformeerde kerken (verzamelterm)",http://cedar.example.org/ns#belief-17
"gereformeerde kerken (vrijgemaakt)",http://cedar.example.org/ns#belief-91
"gereformeerde onder het kruis",http://cedar.example.org/ns#belief-89
"gereformeerde zendingskerk",http://cedar.example.org/ns#belief-96
"gereformeerden (totaal) (verzamelterm)",http://cedar.example.org/ns#belief-92
"gereformeerden onder het kruis",http://cedar.example.org/ns#belief-89
"gregorianen",http://cedar.example.org/ns#belief-15
"grieken",http://cedar.example.org/ns#belief-97
"grieken (verzamelterm)",http://cedar.example.org/ns#belief-97
"grieks katholiek",http://cedar.example.org/ns#belief-98
"grieksch katholiek",http://cedar.example.org/ns#belief-98
"guldenketen",http://cedar.example.org/ns#belief-99
"heiligen der laatste dagen",http://cedar.example.org/ns#belief-100
"heilsleger",http://cedar.example.org/ns#belief-101
"hernhutter",http://cedar.example.org/ns#belief-47
"hernhutters",http://cedar.example.org/ns#belief-47
"hernhutters (evangelische of moravische broedergemeente)",http://cedar.example.org/ns#belief-47
"hernhutters evangelische of moravische broedergemeente",http://cedar.example.org/ns#belief-47
"hernhutters of moravische broeders",http://cedar.example.org/ns#belief-47
"hernhutters, evangelische of moravische broedergem",http://cedar.example.org/ns#belief-47
"herst apost gem in de eenheid der apostelen",http://cedar.example.org/ns#belief-102
"herst apost zendgem id eenhdapost",http://cedar.example.org/ns#belief-103
"herst apost zendgemin nederland",http://cedar.example.org/ns#belief-104
"herst apost zendingskerk",http://cedar.example.org/ns#belief-105
"herstapostzendgemideenhdapost",http://cedar.example.org/ns#belief-103
"herstapostzendgemin ned",http://cedar.example.org/ns#belief-104
"hersteld apost gem in de eenheid der apostelen",http://cedar.example.org/ns#belief-102
"hersteld apost zendingsgem",http://cedar.example.org/ns#belief-104
"hersteld apost zendingskerk",http://cedar.example.org/ns#belief-105
"hersteld apostolisch",http://cedar.example.org/ns#belief-106
"hersteld apostolisch (verzamelterm)",http://cedar.example.org/ns#belief-106
"hersteld apostolische gemeente in de eenheid der apostelen",http://cedar.example.org/ns#belief-102
"hersteld apostolische zendingsgemeente en hersteld apostolische zendingsgemeente in de eenheid der apostelen",http://cedar.example.org/ns#belief-48
"hersteld apostolische zendingsgemeente in de eenheid der apostelen",http://cedar.example.org/ns#belief-103
"hersteld apostolische zendingsgemeente in nederland",http://cedar.example.org/ns#belief-104
"hersteld apostolische zendingskerk",http://cedar.example.org/ns#belief-105
"hersteld apostolischen",http://cedar.example.org/ns#belief-106
"hersteld evangel luthers",http://cedar.example.org/ns#belief-107
"hersteld evangelisch",http://cedar.example.org/ns#belief-107
"hersteld evangelisch luthers",http://cedar.example.org/ns#belief-107
"hersteld evangelisch luthersch",http://cedar.example.org/ns#belief-107
"hersteld evangluthers",http://cedar.example.org/ns#belief-107
"hersteld luthers",http://cedar.example.org/ns#belief-107
"hersteld luthersch",http://cedar.example.org/ns#belief-107
"hersteld lutherschen",http://cedar.example.org/ns#belief-107
"herstelde lutherschen",http://cedar.example.org/ns#belief-107
"hervormd gereformeerd",http://cedar.example.org/ns#belief-108
"hoogduitsche gemeente",http://cedar.example.org/ns#belief-109
"humanisten",http://cedar.example.org/ns#belief-80
"iersch protestanten",http://cedar.example.org/ns#belief-110
"iersche kerk",http://cedar.example.org/ns#belief-110
"indonesische protestantse kerkgen",http://cedar.example.org/ns#belief-111
"indonesische protestantse kerkgenootschappen (verzamelterm)",http://cedar.example.org/ns#belief-111
"irish church",http://cedar.example.org/ns#belief-110
"islam",http://cedar.example.org/ns#belief-133
"israelieten",http://cedar.example.org/ns#belief-112
"israël",http://cedar.example.org/ns#belief-112
"israël (ned en port)",http://cedar.example.org/ns#belief-112
"israëliet",http://cedar.example.org/ns#belief-112
"israëliet (nederlands en portugees) (verzamelterm)",http://cedar.example.org/ns#belief-112
"israëlieten (personen behoorende tot een buitenlandsch, niet in nederland gevestigd kerkgenootschap)",http://cedar.example.org/ns#belief-112
"israëlietische gem (afgescheiden)",http://cedar.example.org/ns#belief-113
"israëlitisch",http://cedar.example.org/ns#belief-112
"israëlitisch (ned en port)",http://cedar.example.org/ns#belief-112
"jehova's getuigen",http://cedar.example.org/ns#belief-114
"jeruzalemsche kerk",http://cedar.example.org/ns#belief-5
"jongeliedenbond voor ernstig christendom",http://cedar.example.org/ns#belief-115
"jongliedenbond voor ernstig christendom",http://cedar.example.org/ns#belief-115
"joodsche reform beweging",http://cedar.example.org/ns#belief-116
"joodse reform beweging",http://cedar.example.org/ns#belief-116
"kathapostgemeenten",http://cedar.example.org/ns#belief-117
"katholiek apostolisch",http://cedar.example.org/ns#belief-117
"katholiek apostolische gemeenten",http://cedar.example.org/ns#belief-117
"kerk van christus",http://cedar.example.org/ns#belief-100
"kerk van jchr van de heiligen der laatste dagen",http://cedar.example.org/ns#belief-100
"kerk van jesus christus of de heiligen der laatste dagen",http://cedar.example.org/ns#belief-100
"kerk van jesus christus of de heiligen der laatste dagen (mormonen)",http://cedar.example.org/ns#belief-100
"kerk van jezus christus of de heiligen der laatste dagen",http://cedar.example.org/ns#belief-100
"kerk vjezus christus (heild/ldagen)",http://cedar.example.org/ns#belief-100
"kerkelijke gezindte onbekend",http://cedar.example.org/ns#belief-118
"kerkgenootschap of gezindte onbekend",http://cedar.example.org/ns#belief-118
"kerkgenootschap onbekend",http://cedar.example.org/ns#belief-118
"kwakers",http://cedar.example.org/ns#belief-87
"ledeboerianen",http://cedar.example.org/ns#belief-93
"leden der apostolische zending gemeente",http://cedar.example.org/ns#belief-104
"leden der episcopale zionskapel",http://cedar.example.org/ns#belief-119
"leden der geloofsvereeniging in de volheid van christus",http://cedar.example.org/ns#belief-120
"leden der geloofsvereeniging v de goddelijke genezing",http://cedar.example.org/ns#belief-121
"leden der gereformeerde gemeente",http://cedar.example.org/ns#belief-88
"leden der hersteld apostolische zending gemeente",http://cedar.example.org/ns#belief-104
"leden der ned herv zending gemeente",http://cedar.example.org/ns#belief-122
"leden der nederduitsche gereformeerde kerken",http://cedar.example.org/ns#belief-123
"leden der nieuwe jeruzalemsche kerk",http://cedar.example.org/ns#belief-5
"leden der schotsche gemeente",http://cedar.example.org/ns#belief-124
"leden der vrije engelsche gemeente",http://cedar.example.org/ns#belief-125
"leden der vrije evangelische zending gemeente",http://cedar.example.org/ns#belief-126
"leden der vrije gemeente",http://cedar.example.org/ns#belief-127
"leden der vrije gereformeerde gemeente",http://cedar.example.org/ns#belief-128
"leden der vrije zending gemeente",http://cedar.example.org/ns#belief-129
"leden der wurtembergsche kerk",http://cedar.example.org/ns#belief-130
"leden van de episcopale zionskapel",http://cedar.example.org/ns#belief-119
"leden van den protestantenbond",http://cedar.example.org/ns#belief-131
"leer van confusius",http://cedar.example.org/ns#belief-132
"leger des heils",http://cedar.example.org/ns#belief-101
"luthersch",http://cedar.example.org/ns#belief-73
"mahomedanen",http://cedar.example.org/ns#belief-133
"maranatha-groep",http://cedar.example.org/ns#belief-134
"mennonieten",http://cedar.example.org/ns#belief-51
"methodisten",http://cedar.example.org/ns#belief-135
"modern gereformeerd",http://cedar.example.org/ns#belief-136
"moravische broederschap",http://cedar.example.org/ns#belief-47
"mormonen",http://cedar.example.org/ns#belief-100
"mormonen (heiligen der laatste dagen)",http://cedar.example.org/ns#belief-100
"nationale kerk van genève",http://cedar.example.org/ns#belief-62
"ned en portug israëliet",http://cedar.example.org/ns#belief-112
"ned hervormd",http://cedar.example.org/ns#belief-137
"ned protestantenbond",http://cedar.example.org/ns#belief-131
"nederd herv zendingsgem",http://cedar.example.org/ns#belief-122
"nederd hervormde zendingsgemeente",http://cedar.example.org/ns#belief-122
"nederduits gereformeerd",http://cedar.example.org/ns#belief-55
"nederduits gereformeerde kerken",http://cedar.example.org/ns#belief-123
"nederduitsch hervomd",http://cedar.example.org/ns#belief-137
"nederduitsch hervomden",http://cedar.example.org/ns#belief-137
"nederduitsche hervormden",http://cedar.example.org/ns#belief-137
"nederduitsche israëliten",http://cedar.example.org/ns#belief-137
"nederl israëliet",http://cedar.example.org/ns#belief-138
"nederlands hervormd",http://cedar.example.org/ns#belief-138
"nederlands hervormde zending gemeente",http://cedar.example.org/ns#belief-122
"nederlands-hervormd",http://cedar.example.org/ns#belief-13
"nederlandsch hervomd",http://cedar.example.org/ns#belief-137
"nederlandsch israëliet",http://cedar.example.org/ns#belief-138
"nederlandsche israëlieten",http://cedar.example.org/ns#belief-138
"nederlandsche israëliten",http://cedar.example.org/ns#belief-138
"nederlandsche protestanten bond",http://cedar.example.org/ns#belief-131
"nederlandse israëliten",http://cedar.example.org/ns#belief-138
"nedhervormd",http://cedar.example.org/ns#belief-137
"nedprotestantenbond",http://cedar.example.org/ns#belief-131
"niet genoemde gezindheden",http://cedar.example.org/ns#belief-8
"nieuw apostolisch",http://cedar.example.org/ns#belief-139
"non reformisten",http://cedar.example.org/ns#belief-140
"noorsche staatsreligion",http://cedar.example.org/ns#belief-141
"noorse staatskerk",http://cedar.example.org/ns#belief-141
"old fellows",http://cedar.example.org/ns#belief-142
"onbekend en ander geloofsgenootschap of kerkelijke gezindte (verzamelterm)",http://cedar.example.org/ns#belief-143
"onbekend en tot geene der genoemde gezindheden behoorende",http://cedar.example.org/ns#belief-143
"onbekend geloofsgenootschap of kerkelijke gezindte",http://cedar.example.org/ns#belief-118
"onbekenden, tot geen der genoemde kerkgenootschappen behoorende",http://cedar.example.org/ns#belief-143
"oosters-orthodoxe kerken (verzamelterm)",http://cedar.example.org/ns#belief-32
"open broeders",http://cedar.example.org/ns#belief-144
"orde van goede tempelieren",http://cedar.example.org/ns#belief-145
"oud bissch cleresie (oud-roomsch)",http://cedar.example.org/ns#belief-146
"oud bisschoppelijke cleresie",http://cedar.example.org/ns#belief-146
"oud bisschoppelijke cleresie (oud-roomsch)",http://cedar.example.org/ns#belief-146
"oud evangelisch",http://cedar.example.org/ns#belief-147
"oud geref gem",http://cedar.example.org/ns#belief-93
"oud geref gemeenten",http://cedar.example.org/ns#belief-93
"oud gereformeerd",http://cedar.example.org/ns#belief-93
"oud gereformeerd onder het kruis",http://cedar.example.org/ns#belief-148
"oud gereformeerde gemeente",http://cedar.example.org/ns#belief-93
"oud gereformeerde gemeenten",http://cedar.example.org/ns#belief-93
"oud gereformeerden",http://cedar.example.org/ns#belief-93
"oud gereformeerden onder het kruis",http://cedar.example.org/ns#belief-148
"oud hervormd",http://cedar.example.org/ns#belief-149
"oud israëliet",http://cedar.example.org/ns#belief-150
"oud katholieke kerk",http://cedar.example.org/ns#belief-146
"oud lutherse gemeente",http://cedar.example.org/ns#belief-147
"oud protestant",http://cedar.example.org/ns#belief-151
"oud protestanten",http://cedar.example.org/ns#belief-151
"oud protestanten (verzamelterm)",http://cedar.example.org/ns#belief-151
"oud roomsch",http://cedar.example.org/ns#belief-146
"oud roomschen",http://cedar.example.org/ns#belief-146
"oud-gereformeerd",http://cedar.example.org/ns#belief-93
"oud-gereformeerden",http://cedar.example.org/ns#belief-93
"oud-kath kerk",http://cedar.example.org/ns#belief-146
"oud-katholiek",http://cedar.example.org/ns#belief-146
"oud-katholieke kerk",http://cedar.example.org/ns#belief-146
"oud-luthersch",http://cedar.example.org/ns#belief-147
"oud-roomschen",http://cedar.example.org/ns#belief-146
"oud-roomschen of van de bisschoppelijke klerezie",http://cedar.example.org/ns#belief-146
"overige",http://cedar.example.org/ns#belief-8
"overige gereformeerden",http://cedar.example.org/ns#belief-152
"overige gereformeerden (verzamelterm)",http://cedar.example.org/ns#belief-152
"overige kerkel gezindten",http://cedar.example.org/ns#belief-8
"overige kerkelijke gezindte",http://cedar.example.org/ns#belief-8
"overige kerkgen",http://cedar.example.org/ns#belief-8
"overige kerkgenootschappen",http://cedar.example.org/ns#belief-8
"overige kleinere gezindten",http://cedar.example.org/ns#belief-8
"overige protestantse kerkgen",http://cedar.example.org/ns#belief-153
"overige protestantse kerkgenootschappen (verzamelterm)",http://cedar.example.org/ns#belief-153
"paulinische vereeniging",http://cedar.example.org/ns#belief-154
"paulinische vereniging",http://cedar.example.org/ns#belief-154
"personen behoorde tot eene andere kerkel gezindte",http://cedar.example.org/ns#belief-8
"personen behoordende tot een andere kerkel gezindte",http://cedar.example.org/ns#belief-8
"personen behoorende tot eene andere kerkel gezindte",http://cedar.example.org/ns#belief-8
"personen behoorende tot eene andere kerkelijke gezindte",http://cedar.example.org/ns#belief-8
"personen behoorende tot geen kerkelijke gezindte",http://cedar.example.org/ns#belief-81
"personen van wie de kerkel gezindte onbekend was",http://cedar.example.org/ns#belief-118
"personen waarvan de kerkel gezindte onbekend was",http://cedar.example.org/ns#belief-118
"personen waarvan de kerkelijke gezindte onbekend was",http://cedar.example.org/ns#belief-118
"pinkstergemeente",http://cedar.example.org/ns#belief-156
"pinkstergroepen",http://cedar.example.org/ns#belief-156
"plymouth brothers",http://cedar.example.org/ns#belief-157
"portugees israëliet",http://cedar.example.org/ns#belief-158
"portugeesch israëliet",http://cedar.example.org/ns#belief-158
"portugeesche israëlieten",http://cedar.example.org/ns#belief-158
"portugeesche israëliten",http://cedar.example.org/ns#belief-158
"portugesche israëliten",http://cedar.example.org/ns#belief-158
"presbyterianen",http://cedar.example.org/ns#belief-66
"protestanten",http://cedar.example.org/ns#belief-159
"protestanten (personen behoorende tot een buitenlandsch, niet in nederland gevestigd kerkgenootschap)",http://cedar.example.org/ns#belief-153
"protestanten (verzamelterm)",http://cedar.example.org/ns#belief-159
"protestantenbond",http://cedar.example.org/ns#belief-131
"pruissische landeskirche",http://cedar.example.org/ns#belief-160
"puriteinen",http://cedar.example.org/ns#belief-161
"quakers",http://cedar.example.org/ns#belief-87
"religieus socialistisch verbond",http://cedar.example.org/ns#belief-163
"religieuse jeugdgemeente",http://cedar.example.org/ns#belief-164
"religion protèstante",http://cedar.example.org/ns#belief-159
"remonstrant",http://cedar.example.org/ns#belief-165
"remonstranten",http://cedar.example.org/ns#belief-165
"remonstrantsch gereformeerd",http://cedar.example.org/ns#belief-165
"remonstrantsche broederschap",http://cedar.example.org/ns#belief-166
